7544.755935668945,
5621.910095214844,
1549.7207641601562,
770.0920104980469,
896.6922760009766,
581.0260772705078,
27327.299118041992,
1747.13134765625,
9162.664413452148,
6182.670593261719,
231.9812774658203,
3598.6900329589844,
253.43894958496094,
1311.7790222167969,
235.08071899414062,
7419.586181640625,
492.5727844238281,
1378.5362243652344,
327.82554626464844,
332.3554992675781,
312.0899200439453,
241.75643920898438,
259.63783264160156,
310.8978271484375,
245.57113647460938,
266.5519714355469,
317.0967102050781,
279.42657470703125,
338.55438232421875,
375.2708435058594,
494.4801330566406,
391.4833068847656,
474.2145538330078,
620.8419799804688,
715.9709930419922,
520.7061767578125,
345.46852111816406,
396.728515625,
381.70814514160156,
507.8315734863281,
900.0301361083984,
977.5161743164062,
368.35670471191406,
385.52284240722656,
268.4593200683594,
282.7644348144531,
334.2628479003906,
328.30238342285156,
305.17578125,
313.5204315185547,
365.7341003417969,
415.802001953125,
410.31837463378906,
307.32154846191406,
619.6498870849609,
334.9781036376953,
295.40061950683594,
399.3511199951172,
442.74330139160156,
345.9453582763672,
318.5272216796875,
386.95335388183594,
383.13865661621094,
285.6254577636719,
590.3244018554688,
383.3770751953125,
847.5780487060547,
1899.2424011230469,
17269.611358642578,
846.6243743896484,
408.41102600097656,
418.1861877441406,
304.93736267089844,
283.24127197265625,
8461.475372314453,
528.5739898681641,
423.431396484375,
498.2948303222656,
530.0045013427734,
524.9977111816406,
664.9494171142578,
424.1466522216797,
808.9542388916016,
659.2273712158203,
475.16822814941406,
400.0663757324219,
331.878662109375,
304.4605255126953,
285.3870391845703,
290.3938293457031,
2780.914306640625,
387.9070281982422,
418.66302490234375,
519.5140838623047,
490.42701721191406,
568.389892578125,
604.6295166015625,
642.0612335205078,
1673.4600067138672,
446.55799865722656,
391.0064697265625,
308.75205993652344,
326.6334533691406,
338.0775451660156,
409.12628173828125,
412.4641418457031,
329.2560577392578,
284.6717834472656,
281.0955047607422,
1072.4067687988281,
351.6674041748047,
419.85511779785156,
316.38145446777344,
925.7793426513672,
350.71372985839844,
280.61866760253906,
383.3770751953125,
375.2708435058594,
333.0707550048828,
347.137451171875,
324.48768615722656,
539.5412445068359,
322.58033752441406,
357.1510314941406,
442.74330139160156,
1196.146011352539,
3945.8274841308594,
386.7149353027344,
518.0835723876953,
467.53883361816406,
1000.1659393310547,
516.6530609130859,
315.9046173095703,
342.1306610107422,
398.1590270996094,
340.46173095703125,
377.89344787597656,
416.75567626953125,
427.7229309082031,
232.45811462402344,
8235.454559326172,
4246.711730957031,
543.8327789306641,
464.6778106689453,
439.1670227050781,
584.3639373779297,
481.8439483642578,
395.5364227294922,
315.9046173095703,
406.9805145263672,
431.5376281738281,
377.89344787597656,
316.1430358886719,
367.16461181640625,
357.3894500732422,
302.5531768798828,
306.12945556640625,
368.1182861328125,
308.03680419921875,
4291.772842407227,
332.83233642578125,
1227.3788452148438,
280.8570861816406,
266.07513427734375,
297.30796813964844,
240.08750915527344,
2292.156219482422,
249.38583374023438,
1222.372055053711,
8913.993835449219,
2739.429473876953,
618.9346313476562,
530.7197570800781,
483.9897155761719,
840.4254913330078,
641.8228149414062,
444.8890686035156,
306.84471130371094,
324.01084899902344,
312.80517578125,
264.16778564453125,
3636.1217498779297,
7415.056228637695,
552.6542663574219,
535.2497100830078,
480.1750183105469,
2350.330352783203,
703.3348083496094,
1803.1597137451172,
930.5477142333984,
398.39744567871094,
444.65065002441406,
380.51605224609375,
449.89585876464844,
514.0304565429688,
1684.427261352539,
1082.4203491210938,
479.4597625732422,
366.9261932373047,
458.00209045410156,
414.13307189941406,
1068.3536529541016,
641.5843963623047,
341.4154052734375,
325.20294189453125,
303.03001403808594,
410.0799560546875,
381.70814514160156,
472.3072052001953,
655.1742553710938,
557.1842193603516,
464.6778106689453,
352.62107849121094,
486.8507385253906,
388.14544677734375,
430.3455352783203,
385.7612609863281,
381.70814514160156,
413.8946533203125,
344.0380096435547,
375.2708435058594,
317.57354736328125,
345.2301025390625,
396.728515625,
554.8000335693359,
333.7860107421875,
363.8267517089844,
451.3263702392578,
312.0899200439453,
255.34629821777344,
258.2073211669922,
278.23448181152344,
308.5136413574219,
414.13307189941406,
428.19976806640625,
340.9385681152344,
519.0372467041016,
